,price,Style,Colour,Screen Size,Special Feature,Target Audience,Shape
244,1499.0,Modern,Deep Blue,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
245,1799.0,Modern,Mauve,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
246,2999.0,With Alexa,Charcoal Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
247,2299.0,With Alexa,Olive Green,1.69 ,"Sleep Monitor, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
248,2499.0,Modern,Active Black,1.85 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
249,2799.0,BT Calling+AMOLED,Deep Blue,1.78 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
250,1499.0,Modern,Active Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
251,1799.0,Boat Watch,Scarlet Red,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
252,1799.0,Modern,Caribbean Green,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
253,1499.0,Modern,Moon Red,1.3 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
254,1499.0,Boat Watch,Deep Blue,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
255,1999.0,Modern,Cherry Blossom,1.69 ,"Bluetooth Calling Smart Watch, 20 Built In Watch Faces, Inbuilt Games, 1.81"" HD DIsplay","Unisex Teen, Unisex Adult",sqaure
256,2599.0,With Alexa,Deep Blue,1.69 ,"Sleep Monitor, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
257,1449.0,Modern,Beige,1.69 ,"Heart Rate and SpO2 Monitoring, Multiple Sports Modes, 1.69"" Square HD Display, Multiple Watch Faces","Unisex Teen, Unisex Adult",sqaure
258,1999.0,Minimalist,Deep Blue,1.69 ,"Bluetooth Calling, 1.81"" HD Display, 100+ Sports Modes, Built In Games","Unisex Teen, Unisex Adult",sqaure
259,1899.0,Blaze,Active Black,1.75 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
260,3499.0,BT Calling+AMOLED,Sage Green,1.78 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
261,11472.784594095941,Modern,Black,1.69 ,Bluetooth,"Unisex Teen, Unisex Adult",sqaure
262,1999.0,Minimalist,Cyan,1.81 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
263,3803.0,DC Edition,Crusador Knight Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
264,1899.0,Modern,Active Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
265,1449.0,Modern,Beige,1.69 ,SpO2,"Unisex Teen, Unisex Adult",sqaure
266,1999.0,Minimalist,Deep Blue,1.69 ,SpO2,"Unisex Teen, Unisex Adult",sqaure
267,1899.0,Blaze,Active Black,1.75 ,SpO3,"Unisex Teen, Unisex Adult",sqaure
268,1499.0,Modern,Active Black,1.69 ,SpO4,"Unisex Teen, Unisex Adult",sqaure
269,11472.784594095941,Modern,Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
270,1999.0,Minimalist,Cyan,1.81 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
271,3803.0,DC Edition,Crusador Knight Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
272,1499.0,Modern,Active Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
273,1499.0,Boat Watch,Active Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
274,2299.0,With Alexa,Sandy Cream,1.69 ,"Sleep Monitor, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
275,2699.0,Modern,Pitch Black,1.54 ,"Sleep Monitor, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
276,1499.0,Modern,Lightning Black,1.3 ,"Calorie Tracker, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
277,1499.0,Modern,Deep Blue,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
278,1799.0,Modern,Mauve,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
279,2999.0,With Alexa,Charcoal Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
280,2299.0,With Alexa,Olive Green,1.69 ,"Sleep Monitor, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
281,1999.0,Modern,Charcoal Black,1.69 ,"Sleep Monitor, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
282,1799.0,Boat Watch,Scarlet Red,1.69 ,"Sleep Monitor, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
283,1799.0,Modern,Caribbean Green,1.69 ,"Sleep Monitor, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
284,1499.0,Modern,Moon Red,1.3 ,"Sleep Monitor, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
285,1499.0,Boat Watch,Deep Blue,1.69 ,"Sleep Monitor, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
286,1999.0,Modern,Cherry Blossom,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
287,1449.0,Modern,Beige,1.69 ,"SpO2 ,Heart Rate","Unisex Teen, Unisex Adult",sqaure
288,1899.0,Strap,Black,1.7 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
289,3999.0,Classic,Black,1.81 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
290,1499.0,Casual,Coal Black,1.9 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
291,4999.0,Classic,Black,1.96 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
292,2999.0,Ignite S3 Max,Black,1.85 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
293,5499.0,Modern,Black,1.4 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
294,2999.0,Casual,Graphite Black,1.3 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
295,3999.0,Classic,Blue,1.81 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
296,3999.0,Casual,Gold,1.3 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
297,3999.0,Classic,Pink,1.81 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
298,3499.0,Classic,Black,1.75 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
299,3999.0,Classic,Black,1.9 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
300,4999.0,With 150 Songs Storage+TWS Connectivity,Carbon black,1.78 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
301,3999.0,Modern,Blue,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
302,5499.0,Modern,Blue,1.4 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
303,2999.0,Classic,Sporty Black,1.3 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
304,1499.0,Casual,Frozen Blue,1.9 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
305,3999.0,Classic,Silver,1.9 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
306,4999.0,Classic,Silver,1.96 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
307,3999.0,Casual,Black,1.3 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
308,419.0,Modern,Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
309,3999.0,Classic,Blue,1.9 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
310,3499.0,Casual,Special Edition,1.3 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
311,4999.0,Classic,Blue,1.96 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
312,3499.0,Modern,Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
313,15700.0,LTE,Black,4.4 Centimetres,"Sleep Monitor, Activity Tracker, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
314,11999.0,Modern,Silver,1.69 ,"Sleep Monitor, Notifications","Unisex Teen, Unisex Adult",sqaure
315,19150.0,Bluetooth Aluminium,Black,1.4 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
316,30999.0,BT,Graphite,1.69 ,"Sleep Monitor, Alarm Clock, Activity Tracker, Stress Tracking, Heart Rate Monitor","Unisex Teen, Unisex Adult",Round
317,15999.0,Bluetooth,Mystic Black,1.69 ,"Sleep Monitor, Accelerometer","Unisex Teen, Unisex Adult",sqaure
318,17500.0,BT,Black,4.6 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
319,15600.0,BT,Silver,42 Millimetres,"Sleep Monitor, Activity Tracker, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
320,11472.784594095941,Bluetooth,Black,44 Millimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
321,29999.0,BT,Silver,1.69 ,"Sleep Monitor, Alarm Clock, Activity Tracker, Stress Tracking, Heart Rate Monitor","Unisex Teen, Unisex Adult",Round
322,1234.0,Bluetooth,Black,1.4 ,"Sleep Monitor, Activity Tracker, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
323,11472.784594095941,BT,Black,4.4 Centimetres,"Sleep Monitor, Activity Tracker, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
324,7999.0,Modern,Dark Gray,1.2,"Sleep Monitor, Notifications, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
325,16390.0,BT,Black,1.69 ,Sleep Monitor,"Unisex Teen, Unisex Adult",Round
326,28999.0,LTE,Silver,1.69 ,"Sleep Monitor, Activity Tracker, Heart Rate Monitor","Unisex Teen, Unisex Adult",Round
327,30999.0,BT,Sapphire,1.69 ,"Sleep Monitor, Alarm Clock, Activity Tracker, Stress Tracking, Heart Rate Monitor","Unisex Teen, Unisex Adult",Round
328,599.0,BT,Silver,7 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
329,11472.784594095941,Watch5 BT,Graphite,1.69 ,"Sleep Monitor, Alarm Clock, Activity Tracker, Stress Tracking, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
330,11472.784594095941,LTE,Pink Gold,1.69 ,"Sleep Monitor, Alarm Clock, Activity Tracker, Stress Tracking, Heart Rate Monitor","Unisex Teen, Unisex Adult",Round
331,20100.0,LTE,Green,1.69 ,"Sleep Monitor, Activity Tracker, Heart Rate Monitor","Unisex Teen, Unisex Adult",Round
332,1099.0,Zeb- Fit 280ch,Blue,3.55 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
333,1099.0,Zeb- Fit 280ch,Black+ Red,3.55 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
334,2199.0,Modern,Metallic Black,4.4 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
335,3599.0,Modern,Metallic Black,4.52 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
336,1799.0,Modern,Black,4.29 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
337,1799.0,Modern,Blue,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
338,2299.0,Minimalist,Grey,3.3 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
339,2199.0,Modern,Grey,1.69 ,"Sleep Monitor, Alarm Clock, Activity Tracker","Unisex Teen, Unisex Adult",sqaure
340,2499.0,Modern,Black,4.4 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
341,4499.0,Zeb- Fit920CH(Red)/ With SPO2,Red,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
342,2180.0,Modern,Metallic Silver,4.4 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
343,2449.0,Modern,Metallic Silver,1.69 ,Zebronics India Private Limited,"Unisex Teen, Unisex Adult",sqaure
344,2199.0,Modern,Black,4.69 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
345,1999.0,Modern,Metal Silver,4.29 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
346,1999.0,Modern,Metal Black,4.29 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
347,11472.784594095941,Minimalist,Mettalic gold,4.4 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
348,1999.0,Modern,Gold,4.4 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
349,11472.784594095941,Modern,Metallic Silver,4.4 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
350,2236.0,Minimalist,Silver,3.3 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
351,1799.0,Modern,Beige,4.29 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
352,1999.0,Modern,Blue,4.4 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
353,3499.0,Modern,Black,1.78 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
354,3499.0,Modern,Silver,1.78 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
355,1399.0,Fit 8220ch (Blue),Blue,4.3 Centimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
356,1799.0,Modern,Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
357,2495.0,Fastrack VOX,Champagne Pink,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
358,4995.0,Modern,Black,1.8 ,"Blood Pressure Monitor, Multisport Tracker, Audio Recording, Phone Call, Music Player","Unisex Teen, Unisex Adult",sqaure
359,2495.0,Reflex Curv,Ebony Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
360,4995.0,Modern,Pink,1.8 ,"Blood Pressure Monitor, Multisport Tracker, Audio Recording, Phone Call, Music Player","Unisex Teen, Unisex Adult",sqaure
361,4995.0,Modern,Dark Blue,1.8 ,"Blood Pressure Monitor, Multisport Tracker, Audio Recording, Phone Call, Music Player","Unisex Teen, Unisex Adult",sqaure
362,4746.0,Modern,Rose Gold,1.8 ,"Blood Pressure Monitor, Multisport Tracker, Audio Recording, Phone Call, Music Player","Unisex Teen, Unisex Adult",sqaure
363,2995.0,Modern,Black,1.5 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
364,2495.0,Reflex Curv,Cobalt Blue,42 Millimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
365,2495.0,Reflex Curv,Dusty Pink,0.2 Millimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
366,2995.0,Modern,Pink,1.5 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
367,1494.0,Modern,Invisible Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
368,2495.0,Fastrack VOX,Carbon Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
369,3495.0,Reflex Play,Black,1.3 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
370,2995.0,Modern,Blue,1.5 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
371,1494.0,Modern,Wine Red,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
372,2995.0,Modern,Grey,1.5 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
373,1494.0,Modern,Black-Rose Gold,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
374,2495.0,Fastrack VOX,Blazing Blue,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
375,3495.0,Reflex Play,Pink,1.3 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
376,1494.0,Modern,Beige,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
377,6995.0,Modern,Black,1.3 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
378,1494.0,Modern,Olive Green,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
379,6995.0,Modern,Deep Blue,1.3 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
380,2495.0,Fastrack VOX,Flaming Red,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
381,6995.0,Modern,Pink,1.3 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
382,1599.0,Verve Neo,Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
383,42989.0,GPS,Midnight,1.69 ,Heart Rate Monitor,"Unisex Teen, Unisex Adult",Square
384,85390.0,Modern,Green,1.69 ,Distance Tracker,"Unisex Teen, Unisex Adult",sqaure
385,89899.0,Modern,White,1.69 ,Distance Tracker,"Unisex Teen, Unisex Adult",sqaure
386,44523.0,GPS,Silver/White,1.69 ,"GPS, Heart Rate Monitor","Unisex Teen, Unisex Adult",Square
387,53900.0,GPS + CELLULAR,Starlight,1.69 ,"GPS, Heart Rate Monitor","Unisex Teen, Unisex Adult",Square
388,77899.0,GPS + CELLULAR,Graphite,1.69 ,Heart Rate Monitor,Women,sqaure
389,43605.0,GPS,Starlight,1.69 ,Heart Rate Monitor,"Unisex Teen, Unisex Adult",Square
390,82899.0,GPS + CELLULAR,Graphite,1.69 ,Heart Rate Monitor,Women,sqaure
391,87203.0,Modern,Orange,1.69 ,Distance Tracker,"Unisex Teen, Unisex Adult",sqaure
392,55955.0,GPS + CELLULAR,Midnight,1.69 ,"GPS, Heart Rate Monitor","Unisex Teen, Unisex Adult",Square
393,29003.0,GPS,Midnight,1.69 ,GPS,"Unisex Teen, Unisex Adult",sqaure
394,46899.0,GPS,Midnight,1.69 ,Heart Rate Monitor,"Unisex Teen, Unisex Adult",Square
395,77899.0,GPS + CELLULAR,Graphite/Midnight,1.69 ,Heart Rate Monitor,"Unisex Teen, Unisex Adult",Square
396,45899.0,GPS,Silver/White,1.69 ,"GPS, Heart Rate Monitor","Unisex Teen, Unisex Adult",Square
397,77899.0,GPS + CELLULAR,Gold,1.69 ,Heart Rate Monitor,"Unisex Teen, Unisex Adult",Square
398,82353.0,GPS + CELLULAR,Gold,1.69 ,Heart Rate Monitor,"Unisex Teen, Unisex Adult",Square
399,53900.0,GPS + CELLULAR,Midnight,1.69 ,"GPS, Heart Rate Monitor","Unisex Teen, Unisex Adult",Square
400,83989.0,Modern,Midnight,1.69 ,Distance Tracker,"Unisex Teen, Unisex Adult",sqaure
401,83989.0,Modern,Orange,1.69 ,Distance Tracker,"Unisex Teen, Unisex Adult",sqaure
402,77899.0,GPS + CELLULAR,Silver,1.69 ,"GPS, Heart Rate Monitor",Women,sqaure
403,55900.0,GPS + CELLULAR,Starlight,1.69 ,"GPS, Heart Rate Monitor","Unisex Teen, Unisex Adult",Square
404,46390.0,GPS,Starlight,1.69 ,Heart Rate Monitor,"Unisex Teen, Unisex Adult",Square
405,55955.0,GPS + CELLULAR,Silver/White,1.69 ,"GPS, Heart Rate Monitor","Unisex Teen, Unisex Adult",Square
406,89899.0,Modern,Green,1.69 ,Distance Tracker,"Unisex Teen, Unisex Adult",sqaure
407,11900.0,Modern,Petal/Copper Rose,1.34 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
408,11454.0,Modern,Black/Carbon,1.34 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
409,16999.0,Modern,Waterfall Blue,1.58 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
410,15999.0,Modern,Pink,1.58 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
411,17999.0,Modern,White,1.58 ,"Sleep Monitor, Notifications","Unisex Teen, Unisex Adult",sqaure
412,18225.0,Modern,Carbon/Graphite,1.58 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
413,16999.0,With Offer,Mulberry,1.34 ,"Sleep Monitor, Distance Tracker, Calendaring, Calorie Tracker, Notifications, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
414,15945.0,Modern,Blue,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
415,24999.0,Modern,Mist Soft Gold,1.58 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
416,15999.0,Modern,Black,1.58 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
417,16999.0,Modern,Graphite Black,1.58 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
418,19870.0,Modern,White,1.69 ,Heart Rate Monitor,"Women, Adult, Girls",sqaure
419,11472.784594095941,Modern,Gold,1.69 ,"Distance Tracker, GPS","Unisex Teen, Unisex Adult",sqaure
420,16999.0,Modern,Beet Juice,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
421,16999.0,Modern,Pink Sand,1.58 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
422,13495.0,Modern,Midnight/Soft Gold,40 Millimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
423,11472.784594095941,Modern,Black,1.58 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
424,24999.0,Modern,White Platinum,1.58 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
425,11472.784594095941,Modern,Black,1.34 ,"Accelerometer, Heart Rate Monitor","Unisex Teen, Unisex Adult",sqaure
426,24949.0,Modern,Grey Graphite,1.58 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
427,11472.784594095941,Modern,Black,1.58 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
428,8999.0,Modern,Lilac Bliss,0.74 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
429,5999.0,Modern,Black,2 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
430,5666.0,Modern,Black,0.72 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
431,5995.0,Up to 7 Days Battery*- Breeze through the week without worrying to charge.,Black,1.78,bluetooth,"Unisex Teen, Unisex Adult",sqaure
432,5995.0,Up to 7 Days Battery*- Breeze through the week without worrying to charge.,Rose Gold,1.78,bluetooth,"Unisex Teen, Unisex Adult",sqaure
433,5995.0,Up to 7 Days Battery*- Breeze through the week without worrying to charge.,Green,1.78,bluetooth,"Unisex Teen, Unisex Adult",sqaure
434,8995.0,Titan Smart,Black,1.32 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
435,9995.0,Modern,Gold Black,1.39 ,Calculator,"Unisex Teen, Unisex Adult",sqaure
436,11995.0,Titan Smart Pro,Black,45 Millimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
437,5995.0,Up to 7 Days Battery*- Breeze through the week without worrying to charge.,Blue,1.78,bluetooth,"Unisex Teen, Unisex Adult",sqaure
438,11995.0,Titan Smart Pro,Pink,45 Millimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
439,10495.0,Strap,White,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
440,11995.0,Titan Smart Pro,Blue,45 Millimetres,bluetooth,"Unisex Teen, Unisex Adult",sqaure
441,14995.0,Strap,Blue,1.39 ,Calculator,"Unisex Teen, Unisex Adult",sqaure
442,11995.0,Titan Smart Pro,Green,45 Millimetres,"Altimeter, GPS, Barometer, Body Temperature, Compass","Unisex Teen, Unisex Adult",sqaure
443,11472.784594095941,Modern,Black,1.39 ,Calculator,"Unisex Teen, Unisex Adult",sqaure
444,11995.0,Titan Smart Pro,Red,45 Millimetres,"Altimeter, GPS, Barometer, Body Temperature, Compass","Unisex Teen, Unisex Adult",sqaure
445,14995.0,Modern,Grey,1.39 ,Calculator,"Unisex Teen, Unisex Adult",sqaure
446,5245.0,Modern,Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
447,8995.0,Modern,Black-Rose Gold,1.78 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
448,4500.0,Modern,Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
449,5247.0,Modern,Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
450,11472.784594095941,Modern,Black,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
451,8995.0,Modern,Black,1.78 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
452,11995.0,Modern,Black,1.22 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
453,11472.784594095941,Modern,Copper,1.22 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
454,11472.784594095941,Modern,Green,1.69 ,bluetooth,"Unisex Teen, Unisex Adult",sqaure
